item_id,variant,method,gold_count,correct_docs,misinfo_docs,noise_docs,misinfo_dominant,exact_set,set_precision,set_recall,set_f1,confidence,correct,prediction,gold
158,duplicate_misinfo_x3,dst_global_topk,2,8,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,cleonymus || cleombrotus ii,cleonymus || cleombrotus ii
158,duplicate_misinfo_x3,dst_factorized,2,8,0,2,0,1.0,1.0,1.0,1.0,0.9996003432825875,1.0,cleonymus || cleombrotus ii,cleonymus || cleombrotus ii
158,duplicate_misinfo_x3,dst_factorized_provenance,2,8,0,2,0,1.0,1.0,1.0,1.0,0.9996003432825875,1.0,cleonymus || cleombrotus ii,cleonymus || cleombrotus ii
158,duplicate_misinfo_x3,dsmt_pcr6_factorized,2,8,0,2,0,1.0,1.0,1.0,1.0,0.9214203263668592,1.0,cleonymus || cleombrotus ii,cleonymus || cleombrotus ii
158,duplicate_misinfo_x3,dsmt_pcr6_provenance,2,8,0,2,0,1.0,1.0,1.0,1.0,0.9214203263668592,1.0,cleonymus || cleombrotus ii,cleonymus || cleombrotus ii
158,misinfo_dominant,majority_topk,2,2,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,cleombrotus ii || cleonymus,cleonymus || cleombrotus ii
158,misinfo_dominant,relevance_topk,2,2,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,cleombrotus ii || cleonymus,cleonymus || cleombrotus ii
158,misinfo_dominant,dst_global_top1,2,2,0,2,0,0.0,1.0,0.5,0.6666666666666666,0.5,0.0,cleombrotus ii,cleonymus || cleombrotus ii
158,misinfo_dominant,dst_global_topk,2,2,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,cleombrotus ii || cleonymus,cleonymus || cleombrotus ii
158,misinfo_dominant,dst_factorized,2,2,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,cleonymus || cleombrotus ii,cleonymus || cleombrotus ii
158,misinfo_dominant,dst_factorized_provenance,2,2,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,cleonymus || cleombrotus ii,cleonymus || cleombrotus ii
158,misinfo_dominant,dsmt_pcr6_factorized,2,2,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,cleonymus || cleombrotus ii,cleonymus || cleombrotus ii
158,misinfo_dominant,dsmt_pcr6_provenance,2,2,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,cleonymus || cleombrotus ii,cleonymus || cleombrotus ii
159,original,majority_topk,2,6,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,singer || badminton player,singer || badminton player
159,original,relevance_topk,2,6,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,singer || badminton player,singer || badminton player
159,original,dst_global_top1,2,6,0,0,0,0.0,1.0,0.5,0.6666666666666666,0.9051742466706613,0.0,singer,singer || badminton player
159,original,dst_global_topk,2,6,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,singer || badminton player,singer || badminton player
159,original,dst_factorized,2,6,0,0,0,1.0,1.0,1.0,1.0,0.7071067811865476,1.0,singer || badminton player,singer || badminton player
159,original,dst_factorized_provenance,2,6,0,0,0,1.0,1.0,1.0,1.0,0.7071067811865476,1.0,singer || badminton player,singer || badminton player
159,original,dsmt_pcr6_factorized,2,6,0,0,0,1.0,1.0,1.0,1.0,0.7071067811865476,1.0,singer || badminton player,singer || badminton player
159,original,dsmt_pcr6_provenance,2,6,0,0,0,1.0,1.0,1.0,1.0,0.7071067811865476,1.0,singer || badminton player,singer || badminton player
159,duplicate_misinfo_x3,majority_topk,2,6,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,singer || badminton player,singer || badminton player
159,duplicate_misinfo_x3,relevance_topk,2,6,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,singer || badminton player,singer || badminton player
159,duplicate_misinfo_x3,dst_global_top1,2,6,0,0,0,0.0,1.0,0.5,0.6666666666666666,0.9051742466706613,0.0,singer,singer || badminton player
159,duplicate_misinfo_x3,dst_global_topk,2,6,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,singer || badminton player,singer || badminton player
159,duplicate_misinfo_x3,dst_factorized,2,6,0,0,0,1.0,1.0,1.0,1.0,0.7071067811865476,1.0,singer || badminton player,singer || badminton player
159,duplicate_misinfo_x3,dst_factorized_provenance,2,6,0,0,0,1.0,1.0,1.0,1.0,0.7071067811865476,1.0,singer || badminton player,singer || badminton player
159,duplicate_misinfo_x3,dsmt_pcr6_factorized,2,6,0,0,0,1.0,1.0,1.0,1.0,0.7071067811865476,1.0,singer || badminton player,singer || badminton player
159,duplicate_misinfo_x3,dsmt_pcr6_provenance,2,6,0,0,0,1.0,1.0,1.0,1.0,0.7071067811865476,1.0,singer || badminton player,singer || badminton player
159,misinfo_dominant,majority_topk,2,2,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,badminton player || singer,singer || badminton player
159,misinfo_dominant,relevance_topk,2,2,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,badminton player || singer,singer || badminton player
159,misinfo_dominant,dst_global_top1,2,2,0,0,0,0.0,1.0,0.5,0.6666666666666666,0.65625,0.0,badminton player,singer || badminton player
159,misinfo_dominant,dst_global_topk,2,2,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,badminton player || singer,singer || badminton player
159,misinfo_dominant,dst_factorized,2,2,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,singer || badminton player,singer || badminton player
159,misinfo_dominant,dst_factorized_provenance,2,2,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,singer || badminton player,singer || badminton player
159,misinfo_dominant,dsmt_pcr6_factorized,2,2,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,singer || badminton player,singer || badminton player
159,misinfo_dominant,dsmt_pcr6_provenance,2,2,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,singer || badminton player,singer || badminton player
160,original,majority_topk,2,3,1,2,0,0.0,0.5,0.5,0.5,0.75,0.0,johannes brahms || ludwig van beethoven,johannes brahms || wolfgang amadeus mozart
160,original,relevance_topk,2,3,1,2,0,1.0,1.0,1.0,1.0,0.7797979797979798,1.0,johannes brahms || wolfgang amadeus mozart,johannes brahms || wolfgang amadeus mozart
160,original,dst_global_top1,2,3,1,2,0,0.0,1.0,0.5,0.6666666666666666,0.8246549503962857,0.0,johannes brahms,johannes brahms || wolfgang amadeus mozart
160,original,dst_global_topk,2,3,1,2,0,1.0,1.0,1.0,1.0,0.9466057275513721,1.0,johannes brahms || wolfgang amadeus mozart,johannes brahms || wolfgang amadeus mozart
160,original,dst_factorized,2,3,1,2,0,1.0,1.0,1.0,1.0,0.9675920533634058,1.0,johannes brahms || wolfgang amadeus mozart,johannes brahms || wolfgang amadeus mozart
160,original,dst_factorized_provenance,2,3,1,2,0,1.0,1.0,1.0,1.0,0.9675920533634058,1.0,johannes brahms || wolfgang amadeus mozart,johannes brahms || wolfgang amadeus mozart
160,original,dsmt_pcr6_factorized,2,3,1,2,0,1.0,1.0,1.0,1.0,0.8598041326005738,1.0,johannes brahms || wolfgang amadeus mozart,johannes brahms || wolfgang amadeus mozart
160,original,dsmt_pcr6_provenance,2,3,1,2,0,1.0,1.0,1.0,1.0,0.8598041326005738,1.0,johannes brahms || wolfgang amadeus mozart,johannes brahms || wolfgang amadeus mozart
160,duplicate_misinfo_x3,majority_topk,2,3,4,2,1,0.0,0.5,0.5,0.5,0.8571428571428571,0.0,ludwig van beethoven || johannes brahms,johannes brahms || wolfgang amadeus mozart
160,duplicate_misinfo_x3,relevance_topk,2,3,4,2,1,0.0,0.5,0.5,0.5,0.8418491484184916,0.0,ludwig van beethoven || johannes brahms,johannes brahms || wolfgang amadeus mozart
160,duplicate_misinfo_x3,dst_global_top1,2,3,4,2,1,0.0,0.0,0.0,0.0,0.7709082936214173,0.0,ludwig van beethoven,johannes brahms || wolfgang amadeus mozart
160,duplicate_misinfo_x3,dst_global_topk,2,3,4,2,1,0.0,0.5,0.5,0.5,0.9704862216448644,0.0,ludwig van beethoven || johannes brahms,johannes brahms || wolfgang amadeus mozart
160,duplicate_misinfo_x3,dst_factorized,2,3,4,2,1,0.0,0.5,0.5,0.5,0.8910199897336982,0.0,ludwig van beethoven || wolfgang amadeus mozart,johannes brahms || wolfgang amadeus mozart
160,duplicate_misinfo_x3,dst_factorized_provenance,2,3,4,2,1,1.0,1.0,1.0,1.0,0.9675920533634059,1.0,johannes brahms || wolfgang amadeus mozart,johannes brahms || wolfgang amadeus mozart
160,duplicate_misinfo_x3,dsmt_pcr6_factorized,2,3,4,2,1,0.0,0.5,0.5,0.5,0.76374369420268,0.0,ludwig van beethoven || wolfgang amadeus mozart,johannes brahms || wolfgang amadeus mozart
160,duplicate_misinfo_x3,dsmt_pcr6_provenance,2,3,4,2,1,1.0,1.0,1.0,1.0,0.8508655472920628,1.0,johannes brahms || wolfgang amadeus mozart,johannes brahms || wolfgang amadeus mozart
160,misinfo_dominant,majority_topk,2,2,3,2,1,0.0,0.5,0.5,0.5,0.8,0.0,ludwig van beethoven || johannes brahms,johannes brahms || wolfgang amadeus mozart
160,misinfo_dominant,relevance_topk,2,2,3,2,1,0.0,0.5,0.5,0.5,0.778534923339012,0.0,ludwig van beethoven || johannes brahms,johannes brahms || wolfgang amadeus mozart
160,misinfo_dominant,dst_global_top1,2,2,3,2,1,0.0,0.0,0.0,0.0,0.7794600121955039,0.0,ludwig van beethoven,johannes brahms || wolfgang amadeus mozart
160,misinfo_dominant,dst_global_topk,2,2,3,2,1,0.0,0.5,0.5,0.5,0.889730006097752,0.0,ludwig van beethoven || johannes brahms,johannes brahms || wolfgang amadeus mozart
160,misinfo_dominant,dst_factorized,2,2,3,2,1,0.0,0.5,0.5,0.5,0.9347746439292498,0.0,ludwig van beethoven || wolfgang amadeus mozart,johannes brahms || wolfgang amadeus mozart
160,misinfo_dominant,dst_factorized_provenance,2,2,3,2,1,1.0,1.0,1.0,1.0,0.8301057946142171,1.0,johannes brahms || wolfgang amadeus mozart,johannes brahms || wolfgang amadeus mozart
160,misinfo_dominant,dsmt_pcr6_factorized,2,2,3,2,1,0.0,0.5,0.5,0.5,0.8160648840183627,0.0,ludwig van beethoven || wolfgang amadeus mozart,johannes brahms || wolfgang amadeus mozart
160,misinfo_dominant,dsmt_pcr6_provenance,2,2,3,2,1,1.0,1.0,1.0,1.0,0.7844054449396282,1.0,johannes brahms || wolfgang amadeus mozart,johannes brahms || wolfgang amadeus mozart
161,original,majority_topk,2,2,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,original,relevance_topk,2,2,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,original,dst_global_top1,2,2,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,original,dst_global_topk,2,2,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,original,dst_factorized,2,2,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,original,dst_factorized_provenance,2,2,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,original,dsmt_pcr6_factorized,2,2,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,original,dsmt_pcr6_provenance,2,2,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,duplicate_misinfo_x3,majority_topk,2,2,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,duplicate_misinfo_x3,relevance_topk,2,2,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,duplicate_misinfo_x3,dst_global_top1,2,2,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,duplicate_misinfo_x3,dst_global_topk,2,2,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,duplicate_misinfo_x3,dst_factorized,2,2,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,duplicate_misinfo_x3,dst_factorized_provenance,2,2,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,duplicate_misinfo_x3,dsmt_pcr6_factorized,2,2,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,duplicate_misinfo_x3,dsmt_pcr6_provenance,2,2,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,misinfo_dominant,majority_topk,2,1,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,misinfo_dominant,relevance_topk,2,1,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,misinfo_dominant,dst_global_top1,2,1,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,misinfo_dominant,dst_global_topk,2,1,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,misinfo_dominant,dst_factorized,2,1,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,misinfo_dominant,dst_factorized_provenance,2,1,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,misinfo_dominant,dsmt_pcr6_factorized,2,1,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
161,misinfo_dominant,dsmt_pcr6_provenance,2,1,0,1,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,a play,a play || a film
162,original,majority_topk,2,1,1,2,1,0.0,0.5,0.5,0.5,1.0,0.0,basketball player || professional chef,basketball player || writer
162,original,relevance_topk,2,1,1,2,1,0.0,0.5,0.5,0.5,1.0,0.0,basketball player || professional chef,basketball player || writer
162,original,dst_global_top1,2,1,1,2,1,0.0,1.0,0.5,0.6666666666666666,0.549019607843137,0.0,basketball player,basketball player || writer
162,original,dst_global_topk,2,1,1,2,1,0.0,0.5,0.5,0.5,1.0,0.0,basketball player || professional chef,basketball player || writer
162,original,dst_factorized,2,1,1,2,1,0.0,0.5,0.5,0.5,0.4975912760960597,0.0,basketball player || professional chef,basketball player || writer
162,original,dst_factorized_provenance,2,1,1,2,1,0.0,0.5,0.5,0.5,0.4975912760960597,0.0,basketball player || professional chef,basketball player || writer
162,original,dsmt_pcr6_factorized,2,1,1,2,1,0.0,0.5,0.5,0.5,0.4996380769109832,0.0,basketball player || professional chef,basketball player || writer
162,original,dsmt_pcr6_provenance,2,1,1,2,1,0.0,0.5,0.5,0.5,0.4996380769109832,0.0,basketball player || professional chef,basketball player || writer
162,duplicate_misinfo_x3,majority_topk,2,1,4,2,1,0.0,0.5,0.5,0.5,1.0,0.0,professional chef || basketball player,basketball player || writer
162,duplicate_misinfo_x3,relevance_topk,2,1,4,2,1,0.0,0.5,0.5,0.5,1.0,0.0,professional chef || basketball player,basketball player || writer
162,duplicate_misinfo_x3,dst_global_top1,2,1,4,2,1,0.0,0.0,0.0,0.0,0.9954319392080839,0.0,professional chef,basketball player || writer
162,duplicate_misinfo_x3,dst_global_topk,2,1,4,2,1,0.0,0.5,0.5,0.5,1.0,0.0,professional chef || basketball player,basketball player || writer
162,duplicate_misinfo_x3,dst_factorized,2,1,4,2,1,0.0,0.5,0.5,0.5,0.06743288227947483,0.0,professional chef || basketball player,basketball player || writer
162,duplicate_misinfo_x3,dst_factorized_provenance,2,1,4,2,1,0.0,0.5,0.5,0.5,0.4975912760960597,0.0,basketball player || professional chef,basketball player || writer
162,duplicate_misinfo_x3,dsmt_pcr6_factorized,2,1,4,2,1,0.0,0.5,0.5,0.5,0.4118681850054691,0.0,professional chef || basketball player,basketball player || writer
162,duplicate_misinfo_x3,dsmt_pcr6_provenance,2,1,4,2,1,0.0,0.5,0.5,0.5,0.49851626562702006,0.0,basketball player || professional chef,basketball player || writer
162,misinfo_dominant,majority_topk,2,1,3,2,1,0.0,0.5,0.5,0.5,1.0,0.0,professional chef || basketball player,basketball player || writer
162,misinfo_dominant,relevance_topk,2,1,3,2,1,0.0,0.5,0.5,0.5,1.0,0.0,professional chef || basketball player,basketball player || writer
162,misinfo_dominant,dst_global_top1,2,1,3,2,1,0.0,0.0,0.0,0.0,0.9720715666105605,0.0,professional chef,basketball player || writer
162,misinfo_dominant,dst_global_topk,2,1,3,2,1,0.0,0.5,0.5,0.5,1.0,0.0,professional chef || basketball player,basketball player || writer
162,misinfo_dominant,dst_factorized,2,1,3,2,1,0.0,0.5,0.5,0.5,0.16476782452242048,0.0,professional chef || basketball player,basketball player || writer
162,misinfo_dominant,dst_factorized_provenance,2,1,3,2,1,0.0,0.5,0.5,0.5,0.49759127609605963,0.0,basketball player || professional chef,basketball player || writer
162,misinfo_dominant,dsmt_pcr6_factorized,2,1,3,2,1,0.0,0.5,0.5,0.5,0.44200275014648355,0.0,professional chef || basketball player,basketball player || writer
162,misinfo_dominant,dsmt_pcr6_provenance,2,1,3,2,1,0.0,0.5,0.5,0.5,0.49905358625274365,0.0,basketball player || professional chef,basketball player || writer
163,original,majority_topk,2,4,1,1,0,0.0,0.5,0.5,0.5,0.8,0.0,long || about 100 square miles,about in size || long
163,original,relevance_topk,2,4,1,1,0,0.0,0.5,0.5,0.5,0.7545454545454545,0.0,long || about 100 square miles,about in size || long
163,original,dst_global_top1,2,4,1,1,0,0.0,1.0,0.5,0.6666666666666666,0.6111111111111108,0.0,long,about in size || long
163,original,dst_global_topk,2,4,1,1,0,0.0,0.5,0.5,0.5,0.8055555555555554,0.0,long || about 100 square miles,about in size || long
163,original,dst_factorized,2,4,1,1,0,0.0,0.5,0.5,0.5,0.6513389472789296,0.0,about 100 square miles || long,about in size || long
163,original,dst_factorized_provenance,2,4,1,1,0,0.0,0.5,0.5,0.5,0.6513389472789296,0.0,about 100 square miles || long,about in size || long
163,original,dsmt_pcr6_factorized,2,4,1,1,0,0.0,0.5,0.5,0.5,0.6099424250736801,0.0,about 100 square miles || long,about in size || long
163,original,dsmt_pcr6_provenance,2,4,1,1,0,0.0,0.5,0.5,0.5,0.6099424250736801,0.0,about 100 square miles || long,about in size || long
163,duplicate_misinfo_x3,majority_topk,2,4,4,1,1,0.0,0.5,0.5,0.5,0.875,0.0,about 100 square miles || long,about in size || long
163,duplicate_misinfo_x3,relevance_topk,2,4,4,1,1,0.0,0.5,0.5,0.5,0.8586387434554973,0.0,about 100 square miles || long,about in size || long
163,duplicate_misinfo_x3,dst_global_top1,2,4,4,1,1,0.0,0.0,0.0,0.0,0.9961479710433685,0.0,about 100 square miles,about in size || long
163,duplicate_misinfo_x3,dst_global_topk,2,4,4,1,1,0.0,0.5,0.5,0.5,0.99907019990702,0.0,about 100 square miles || long,about in size || long
163,duplicate_misinfo_x3,dst_factorized,2,4,4,1,1,0.0,0.5,0.5,0.5,0.99936722555401,0.0,about 100 square miles || long,about in size || long
163,duplicate_misinfo_x3,dst_factorized_provenance,2,4,4,1,1,1.0,1.0,1.0,1.0,0.6513389472789297,1.0,about in size || long,about in size || long
163,duplicate_misinfo_x3,dsmt_pcr6_factorized,2,4,4,1,1,0.0,0.5,0.5,0.5,0.8204855751131017,0.0,about 100 square miles || long,about in size || long
163,duplicate_misinfo_x3,dsmt_pcr6_provenance,2,4,4,1,1,1.0,1.0,1.0,1.0,0.6030837019681591,1.0,about in size || long,about in size || long
163,misinfo_dominant,majority_topk,2,2,3,1,1,0.0,0.5,0.5,0.5,0.8,0.0,about 100 square miles || about in size,about in size || long
163,misinfo_dominant,relevance_topk,2,2,3,1,1,0.0,0.5,0.5,0.5,0.8059701492537313,0.0,about 100 square miles || about in size,about in size || long
163,misinfo_dominant,dst_global_top1,2,2,3,1,1,0.0,0.0,0.0,0.0,0.9840800919087478,0.0,about 100 square miles,about in size || long
163,misinfo_dominant,dst_global_topk,2,2,3,1,1,0.0,0.5,0.5,0.5,0.993270966683079,0.0,about 100 square miles || about in size,about in size || long
163,misinfo_dominant,dst_factorized,2,2,3,1,1,0.0,0.5,0.5,0.5,0.9952812353117718,0.0,about 100 square miles || long,about in size || long
163,misinfo_dominant,dst_factorized_provenance,2,2,3,1,1,0.0,0.5,0.5,0.5,0.7071067811865476,0.0,about 100 square miles || long,about in size || long
163,misinfo_dominant,dsmt_pcr6_factorized,2,2,3,1,1,0.0,0.5,0.5,0.5,0.8652590446136431,0.0,about 100 square miles || long,about in size || long
163,misinfo_dominant,dsmt_pcr6_provenance,2,2,3,1,1,0.0,0.5,0.5,0.5,0.7128885845353835,0.0,about 100 square miles || long,about in size || long
164,original,majority_topk,2,1,1,2,1,0.0,0.5,0.5,0.5,1.0,0.0,operatic mezzo soprano || professional basketball player,operatic mezzo soprano || painter and artist
164,original,relevance_topk,2,1,1,2,1,0.0,0.5,0.5,0.5,1.0,0.0,operatic mezzo soprano || professional basketball player,operatic mezzo soprano || painter and artist
164,original,dst_global_top1,2,1,1,2,1,0.0,1.0,0.5,0.6666666666666666,0.5,0.0,operatic mezzo soprano,operatic mezzo soprano || painter and artist
164,original,dst_global_topk,2,1,1,2,1,0.0,0.5,0.5,0.5,1.0,0.0,operatic mezzo soprano || professional basketball player,operatic mezzo soprano || painter and artist
164,original,dst_factorized,2,1,1,2,1,0.0,0.5,0.5,0.5,0.5,0.0,operatic mezzo soprano || professional basketball player,operatic mezzo soprano || painter and artist
164,original,dst_factorized_provenance,2,1,1,2,1,0.0,0.5,0.5,0.5,0.5,0.0,operatic mezzo soprano || professional basketball player,operatic mezzo soprano || painter and artist
164,original,dsmt_pcr6_factorized,2,1,1,2,1,0.0,0.5,0.5,0.5,0.5,0.0,operatic mezzo soprano || professional basketball player,operatic mezzo soprano || painter and artist
164,original,dsmt_pcr6_provenance,2,1,1,2,1,0.0,0.5,0.5,0.5,0.5,0.0,operatic mezzo soprano || professional basketball player,operatic mezzo soprano || painter and artist
164,duplicate_misinfo_x3,majority_topk,2,1,4,2,1,0.0,0.5,0.5,0.5,1.0,0.0,professional basketball player || operatic mezzo soprano,operatic mezzo soprano || painter and artist
164,duplicate_misinfo_x3,relevance_topk,2,1,4,2,1,0.0,0.5,0.5,0.5,1.0,0.0,professional basketball player || operatic mezzo soprano,operatic mezzo soprano || painter and artist
164,duplicate_misinfo_x3,dst_global_top1,2,1,4,2,1,0.0,0.0,0.0,0.0,0.9962446009760976,0.0,professional basketball player,operatic mezzo soprano || painter and artist
164,duplicate_misinfo_x3,dst_global_topk,2,1,4,2,1,0.0,0.5,0.5,0.5,1.0,0.0,professional basketball player || operatic mezzo soprano,operatic mezzo soprano || painter and artist
164,duplicate_misinfo_x3,dst_factorized,2,1,4,2,1,0.0,0.5,0.5,0.5,0.06116613443788708,0.0,professional basketball player || operatic mezzo soprano,operatic mezzo soprano || painter and artist
164,duplicate_misinfo_x3,dst_factorized_provenance,2,1,4,2,1,0.0,0.5,0.5,0.5,0.5,0.0,professional basketball player || operatic mezzo soprano,operatic mezzo soprano || painter and artist
164,duplicate_misinfo_x3,dsmt_pcr6_factorized,2,1,4,2,1,0.0,0.5,0.5,0.5,0.40396589982990927,0.0,professional basketball player || operatic mezzo soprano,operatic mezzo soprano || painter and artist
164,duplicate_misinfo_x3,dsmt_pcr6_provenance,2,1,4,2,1,0.0,0.5,0.5,0.5,0.499544892065543,0.0,operatic mezzo soprano || professional basketball player,operatic mezzo soprano || painter and artist
164,misinfo_dominant,majority_topk,2,1,3,2,1,0.0,0.5,0.5,0.5,1.0,0.0,professional basketball player || operatic mezzo soprano,operatic mezzo soprano || painter and artist
164,misinfo_dominant,relevance_topk,2,1,3,2,1,0.0,0.5,0.5,0.5,1.0,0.0,professional basketball player || operatic mezzo soprano,operatic mezzo soprano || painter and artist
164,misinfo_dominant,dst_global_top1,2,1,3,2,1,0.0,0.0,0.0,0.0,0.9769438005137523,0.0,professional basketball player,operatic mezzo soprano || painter and artist
164,misinfo_dominant,dst_global_topk,2,1,3,2,1,0.0,0.5,0.5,0.5,1.0,0.0,professional basketball player || operatic mezzo soprano,operatic mezzo soprano || painter and artist
164,misinfo_dominant,dst_factorized,2,1,3,2,1,0.0,0.5,0.5,0.5,0.15008201475026275,0.0,professional basketball player || operatic mezzo soprano,operatic mezzo soprano || painter and artist
164,misinfo_dominant,dst_factorized_provenance,2,1,3,2,1,0.0,0.5,0.5,0.5,0.5,0.0,operatic mezzo soprano || professional basketball player,operatic mezzo soprano || painter and artist
164,misinfo_dominant,dsmt_pcr6_factorized,2,1,3,2,1,0.0,0.5,0.5,0.5,0.43472792010452266,0.0,professional basketball player || operatic mezzo soprano,operatic mezzo soprano || painter and artist
164,misinfo_dominant,dsmt_pcr6_provenance,2,1,3,2,1,0.0,0.5,0.5,0.5,0.49983052398898453,0.0,operatic mezzo soprano || professional basketball player,operatic mezzo soprano || painter and artist
165,original,majority_topk,2,4,0,0,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,kulothunga chola i,kulothunga chola i || karunakara tondaiman
165,original,relevance_topk,2,4,0,0,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,kulothunga chola i,kulothunga chola i || karunakara tondaiman
165,original,dst_global_top1,2,4,0,0,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,kulothunga chola i,kulothunga chola i || karunakara tondaiman
165,original,dst_global_topk,2,4,0,0,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,kulothunga chola i,kulothunga chola i || karunakara tondaiman
165,original,dst_factorized,2,4,0,0,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,kulothunga chola i,kulothunga chola i || karunakara tondaiman
165,original,dst_factorized_provenance,2,4,0,0,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,kulothunga chola i,kulothunga chola i || karunakara tondaiman
165,original,dsmt_pcr6_factorized,2,4,0,0,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,kulothunga chola i,kulothunga chola i || karunakara tondaiman
165,original,dsmt_pcr6_provenance,2,4,0,0,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,kulothunga chola i,kulothunga chola i || karunakara tondaiman
165,duplicate_misinfo_x3,majority_topk,2,4,0,0,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,kulothunga chola i,kulothunga chola i || karunakara tondaiman
165,duplicate_misinfo_x3,relevance_topk,2,4,0,0,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,kulothunga chola i,kulothunga chola i || karunakara tondaiman
165,duplicate_misinfo_x3,dst_global_top1,2,4,0,0,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,kulothunga chola i,kulothunga chola i || karunakara tondaiman
165,duplicate_misinfo_x3,dst_global_topk,2,4,0,0,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,kulothunga chola i,kulothunga chola i || karunakara tondaiman
165,duplicate_misinfo_x3,dst_factorized,2,4,0,0,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,kulothunga chola i,kulothunga chola i || karunakara tondaiman
165,duplicate_misinfo_x3,dst_factorized_provenance,2,4,0,0,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,kulothunga chola i,kulothunga chola i || karunakara tondaiman
165,duplicate_misinfo_x3,dsmt_pcr6_factorized,2,4,0,0,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,kulothunga chola i,kulothunga chola i || karunakara tondaiman
165,duplicate_misinfo_x3,dsmt_pcr6_provenance,2,4,0,0,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,kulothunga chola i,kulothunga chola i || karunakara tondaiman
165,misinfo_dominant,majority_topk,2,1,0,0,0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,kulothunga chola i,kulothunga chola i || karunakara tondaiman
